,train_gnn_accuracy,test_gnn_accuracy,test_label,train_gnn_auc
0,0.9610781669616699,0.964327871799469,1,0.9893541171522996
1,0.9240492582321167,1.0,1,0.8256003596710568
2,0.9338701963424683,0.0,0,0.9150369702257748
3,0.9344972968101501,0.0,0,0.8786243842356938
4,0.9544928073883057,0.0,0,0.6424899423422782
5,0.9267092943191528,1.0,1,0.6141579607244917
