,train_gnn_accuracy,test_gnn_accuracy,test_labels,train_gnn_auc
2,0.9891431927680969,0.018930040299892426,[0],0.9839580071254506
3,0.9904369115829468,0.047475509345531464,[0],0.9885602736587346
4,0.9910345077514648,0.013897531665861607,[0],0.9802613039117254
